Contract Number,Amount Vouchered,Amount Paid,Check/Item Date
50090,"100,660.93","100,660.93",1/14/2015
50774,"633,751.88","633,751.88",1/14/2015
49483,800.00,800.00,1/15/2015
50527,"15,002.00","15,002.00",1/15/2015
50849,"11,298.50","11,298.50",1/15/2015
50848,"25,397.15","25,397.15",1/15/2015
50574,"18,937.00","18,937.00",1/15/2015
50586,"6,250.00","6,250.00",1/15/2015
50586,"14,962.50","14,962.50",1/15/2015
49948,521.60,521.60,1/15/2015
50860,"2,083.34","2,083.34",1/15/2015
50902,"1,863.53","1,863.53",1/15/2015
50902,"1,932.38","1,932.38",1/15/2015
50902,"2,342.42","2,342.42",1/15/2015
50902,"2,167.77","2,167.77",1/15/2015
50149,"35,287.88","35,287.88",1/15/2015
50149,"2,233.30","2,233.30",1/15/2015
43924,"7,436.53","7,436.53",1/15/2015
43924,"3,786.32","3,786.32",1/15/2015
43924,"4,328.28","4,328.28",1/15/2015
49551,375.07,375.07,1/15/2015
49551,249.52,249.52,1/15/2015
50707,"129,333.34","129,333.34",1/16/2015
49969,2.00,2.00,1/16/2015
49969,"1,569.00","1,569.00",1/16/2015
49969,"1,571.00","1,571.00",1/16/2015
49694,660.00,660.00,1/16/2015
50115,"80,295.47","80,295.47",1/16/2015
49448,"5,000.00","5,000.00",1/20/2015
50845,"17,773.50","17,773.50",1/20/2015
50900,"24,491.73","24,491.73",1/20/2015
50901,"2,175.00","2,175.00",1/20/2015
50846,"4,219.84","4,219.84",1/20/2015
44835,875.26,875.26,1/20/2015
44835,218.82,218.82,1/20/2015
48201,"49,785.96","49,785.96",1/20/2015
48211,"16,250.00","16,250.00",1/20/2015
48211,"33,750.00","33,750.00",1/20/2015
48211,"50,000.00","50,000.00",1/20/2015
50983,497.60,497.60,1/20/2015
50983,435.40,435.40,1/20/2015
50983,435.40,435.40,1/20/2015
50983,435.40,435.40,1/20/2015
50983,435.40,435.40,1/20/2015
50983,447.86,447.86,1/20/2015
50983,447.86,447.86,1/20/2015
50983,447.86,447.86,1/20/2015
50983,447.86,447.86,1/20/2015
50983,447.86,447.86,1/20/2015
50983,447.86,447.86,1/20/2015
50983,497.60,497.60,1/20/2015
50983,435.40,435.40,1/20/2015
50983,435.40,435.40,1/20/2015
50983,435.40,435.40,1/20/2015
50983,435.40,435.40,1/20/2015
50983,447.86,447.86,1/20/2015
50983,447.86,447.86,1/20/2015
50983,447.86,447.86,1/20/2015
50983,447.86,447.86,1/20/2015
50983,447.86,447.86,1/20/2015
50983,447.86,447.86,1/20/2015
49638,"1,000.80","1,000.80",1/20/2015
50195,"554,323.37","554,323.37",1/16/2015
50991,"4,541.66","4,541.66",1/22/2015
50944,"3,480.01","3,480.01",1/22/2015
50975,"10,576.00","10,576.00",1/22/2015
50368,"1,097.48","1,097.48",1/22/2015
50904,"2,552.00","2,552.00",1/22/2015
50974,"1,280.90","1,280.90",1/22/2015
51006,"2,000.00","2,000.00",1/22/2015
51006,"5,000.00","5,000.00",1/22/2015
51006,"3,000.00","3,000.00",1/22/2015
50940,"5,082.75","5,082.75",1/22/2015
49650,"10,000.00","10,000.00",1/22/2015
50906,"2,500.00","2,500.00",1/22/2015
50906,"5,000.00","5,000.00",1/22/2015
50906,"5,000.00","5,000.00",1/22/2015
50991,"4,541.66","4,541.66",1/22/2015
50991,"4,541.66","4,541.66",1/22/2015
50969,"4,497.02","4,497.02",1/22/2015
50808,"1,614.76","1,614.76",1/22/2015
49473,"43,482.28","43,482.28",1/22/2015
50994,204.29,204.29,1/23/2015
50994,302.12,302.12,1/23/2015
50994,142.26,142.26,1/23/2015
50994,122.62,122.62,1/23/2015
50994,979.26,979.26,1/23/2015
50527,"15,002.00","15,002.00",1/22/2015
50848,"25,960.49","25,960.49",1/22/2015
48600,"66,167.12","66,167.12",1/22/2015
50119,"2,160.00","2,160.00",1/22/2015
50572,"2,160.00","2,160.00",1/22/2015
42011,664.68,664.68,1/22/2015
42011,"1,107.46","1,107.46",1/22/2015
42011,93.43,93.43,1/22/2015
42011,300.00,300.00,1/22/2015
42011,140.00,140.00,1/22/2015
42011,923.00,923.00,1/22/2015
42011,"6,784.89","6,784.89",1/22/2015
42011,199.32,199.32,1/22/2015
50974,"1,260.39","1,260.39",1/23/2015
48972,"3,555.62","3,555.62",1/23/2015
48972,794.25,794.25,1/23/2015
49251,"1,100.00","1,100.00",1/23/2015
50817,"12,500.00","12,500.00",1/26/2015
50932,"25,000.00","25,000.00",1/26/2015
51034,"33,910.83","33,910.83",1/26/2015
51034,"8,243.48","8,243.48",1/26/2015
51034,860.00,860.00,1/26/2015
50111,"49,376.90","49,376.90",1/26/2015
50111,"263,439.66","263,439.66",1/26/2015
49621,"11,680.53","11,680.53",1/26/2015
47794,"51,132.75","51,132.75",1/27/2015
47022,"7,221.31","7,221.31",1/27/2015
50304,"29,783.25","29,783.25",1/29/2015
50798,"231,600.00","231,600.00",1/29/2015
49884,"3,307.69","3,307.69",1/29/2015
50798,"75,000.00","75,000.00",1/29/2015
50598,956.98,956.98,1/29/2015
50991,"2,958.34","2,958.34",1/29/2015
50991,"1,066.24","1,066.24",1/29/2015
50491,"1,565.00","1,565.00",1/29/2015
50591,"1,500.00","1,500.00",1/29/2015
50969,"4,595.69","4,595.69",1/29/2015
49731,"31,064.83","31,064.83",1/28/2015
50506,"130,230.00","130,230.00",1/28/2015
50247,"118,519.69","118,519.69",1/28/2015
50563,"33,324.70","33,324.70",1/29/2015
50891,"15,925.00","15,925.00",1/29/2015
50506,"37,800.00","37,800.00",1/29/2015
50775,"1,083.00","1,083.00",2/2/2015
50773,"1,083.00","1,083.00",2/2/2015
50898,"1,083.00","1,083.00",2/2/2015
50841,"4,976.81","4,976.81",1/30/2015
495357,"13,965.00","13,965.00",1/30/2015
49934,"127,999.29","127,999.29",1/30/2015
48830,"29,223.06","29,223.06",1/30/2015
49934,"41,339.16","41,339.16",1/30/2015
50803,343.00,343.00,1/30/2015
50605,610.48,610.48,1/30/2015
50781,"81,938.14","81,938.14",1/30/2015
49804,"3,702.59","3,702.59",1/30/2015
49804,925.65,925.65,1/30/2015
49660,"5,118.58","5,118.58",1/30/2015
49660,361.11,361.11,1/30/2015
49660,"1,036.51","1,036.51",1/30/2015
49660,"14,224.55","14,224.55",2/4/2015
49448,"5,000.00","5,000.00",1/30/2015
50400,"4,446.08","4,446.08",1/30/2015
50400,"7,914.38","7,914.38",1/30/2015
50400,"12,360.46","12,360.46",1/30/2015
50681,"5,581.87","5,581.87",2/2/2015
51015,"389,072.28","389,072.28",2/2/2015
50118,"42,354.00","42,354.00",2/2/2015
50407,"6,259.17","6,259.17",2/2/2015
50992,"6,000.00","6,000.00",2/4/2015
50992,"5,000.00","5,000.00",2/4/2015
50992,500.00,500.00,2/4/2015
50488,"2,589.66","2,589.66",2/4/2015
50488,"2,394.43","2,394.43",2/4/2015
50488,"2,400.15","2,400.15",2/4/2015
50488,550.12,550.12,2/4/2015
50488,526.89,526.89,2/4/2015
50488,"1,024.80","1,024.80",2/4/2015
50488,"1,130.01","1,130.01",2/4/2015
50804,820.99,820.99,2/4/2015
50804,633.99,633.99,2/4/2015
50936,"3,500.00","3,500.00",2/4/2015
50936,"1,000.00","1,000.00",2/4/2015
50936,228.20,228.20,2/4/2015
50393,677.00,677.00,2/4/2015
50393,"2,818.67","2,818.67",2/4/2015
50393,446.41,446.41,2/4/2015
50536,"3,000.00","3,000.00",2/4/2015
50833,"3,129.41","3,129.41",2/4/2015
50795,"7,500.00","7,500.00",2/4/2015
48972,"4,349.87","4,349.87",2/4/2015
49251,"1,100.00","1,100.00",2/4/2015
49170,"5,915.97","5,915.97",2/4/2015
50092,"5,512.98","5,512.98",2/5/2015
50092,"2,757.61","2,757.61",2/5/2015
37975,"5,208.34","5,208.34",2/5/2015
42011,"7,881.86","7,881.86",2/5/2015
42011,579.14,579.14,2/5/2015
42011,"6,952.97","6,952.97",2/5/2015
42011,"1,235.60","1,235.60",2/5/2015
42011,"1,111.32","1,111.32",2/5/2015
42011,93.43,93.43,2/5/2015
42011,186.86,186.86,2/5/2015
50676,"3,716.17","3,716.17",2/5/2015
49660,661.07,661.07,2/5/2015
49660,"1,664.65","1,664.65",2/5/2015
49621,"5,253.92","5,253.92",2/5/2015
50841,"8,693.87","8,693.87",2/5/2015
43924,"11,286.89","11,286.89",2/5/2015
50566,"3,540.79","3,540.79",2/5/2015
50701,"7,323.20","7,323.20",2/5/2015
50701,"16,481.80","16,481.80",2/5/2015
50593,"25,000.00","25,000.00",2/6/2015
43457,"12,001.39","12,001.39",2/6/2015
49804,"3,052.07","3,052.07",2/6/2015
49804,"2,371.73","2,371.73",2/6/2015
49804,"1,355.95","1,355.95",2/6/2015
50585,"22,582.67","22,582.67",2/6/2015
50585,"5,645.67","5,645.67",2/6/2015
50585,"7,382.89","7,382.89",2/6/2015
50585,"1,845.72","1,845.72",2/6/2015
50894,"13,923.55","13,923.55",2/6/2015
50141,"25,000.00","25,000.00",2/5/2015
50935,"90,015.00","90,015.00",2/5/2015
51034,"2,437.50","2,437.50",2/6/2015
50717,"3,737.50","3,737.50",2/9/2015
50806,"2,775.00","2,775.00",2/9/2015
50880,"100,000.00","100,000.00",2/9/2015
494961,332.77,332.77,2/10/2015
47474,"106,650.00","106,650.00",2/10/2015
50849,"10,498.50","10,498.50",2/11/2015
50585,"5,687.26","5,687.26",2/11/2015
50585,"27,864.35","27,864.35",2/11/2015
50149,"5,669.41","5,669.41",2/11/2015
44835,141.24,141.24,2/11/2015
44835,35.31,35.31,2/11/2015
494928,"3,069.00","3,069.00",2/11/2015
494961,102.72,102.72,2/11/2015
49807,275.00,275.00,2/11/2015
49807,210.00,210.00,2/11/2015
49807,170.00,170.00,2/11/2015
49807,120.00,120.00,2/11/2015
49807,70.00,70.00,2/11/2015
49807,105.00,105.00,2/11/2015
49807,30.00,30.00,2/11/2015
49807,300.00,300.00,2/11/2015
49807,70.00,70.00,2/11/2015
49807,140.00,140.00,2/11/2015
49807,175.00,175.00,2/11/2015
49807,120.00,120.00,2/11/2015
49807,95.00,95.00,2/11/2015
49807,85.00,85.00,2/11/2015
49807,35.00,35.00,2/11/2015
49807,35.00,35.00,2/11/2015
49807,70.00,70.00,2/11/2015
49807,35.00,35.00,2/11/2015
49807,50.00,50.00,2/11/2015
49807,30.00,30.00,2/11/2015
49807,140.00,140.00,2/11/2015
49807,225.00,225.00,2/11/2015
49463,"3,500.00","3,500.00",2/12/2015
50851,"2,607.91","2,607.91",2/12/2015
50851,"5,871.02","5,871.02",2/12/2015
50339,"1,551.56","1,551.56",2/12/2015
50552,"9,479.02","9,479.02",2/13/2015
50826,"1,569.89","1,569.89",2/13/2015
50946,"5,000.00","5,000.00",2/13/2015
50943,"20,000.00","20,000.00",2/13/2015
50994,477.31,477.31,2/13/2015
50994,448.73,448.73,2/13/2015
50994,272.14,272.14,2/13/2015
50835,"2,500.00","2,500.00",2/13/2015
51021,"4,833.34","4,833.34",2/13/2015
50979,"2,000.00","2,000.00",2/13/2015
50979,"5,879.61","5,879.61",2/13/2015
50420,"4,935.00","4,935.00",2/13/2015
51003,"15,814.22","15,814.22",2/13/2015
42275,"115,441.67","115,441.67",2/12/2015
50400,"12,360.46","12,360.46",2/12/2015
50092,"7,114.81","7,114.81",2/12/2015
37975,"5,416.67","5,416.67",2/12/2015
50153,"6,694.85","6,694.85",2/13/2015
50153,95.00,95.00,2/13/2015
48201,"35,459.97","35,459.97",2/13/2015
46113,970.49,970.49,2/13/2015
49694,304.50,304.50,2/13/2015
49694,585.50,585.50,2/13/2015
50676,165.00,165.00,2/13/2015
50676,"6,662.87","6,662.87",2/13/2015
50117,"4,415.50","4,415.50",2/13/2015
494961,"1,995.55","1,995.55",2/13/2015
494961,286.76,286.76,2/13/2015
42011,406.24,406.24,2/16/2015
42011,140.00,140.00,2/16/2015
42011,923.00,923.00,2/16/2015
42011,"6,790.67","6,790.67",2/16/2015
42011,199.32,199.32,2/16/2015
50574,"12,336.00","12,336.00",2/16/2015
51049,"52,109.00","52,109.00",2/16/2015
50981,"17,039.25","17,039.25",2/16/2015
48831,"5,047.27","5,047.27",2/17/2015
50741,578.66,578.66,2/23/2015
50995,"4,750.00","4,750.00",2/23/2015
50995,"8,949.80","8,949.80",2/23/2015
51013,"2,500.00","2,500.00",2/23/2015
50966,"5,000.00","5,000.00",2/23/2015
50966,"2,000.00","2,000.00",2/23/2015
50738,"1,837.50","1,837.50",2/23/2015
50984,"1,390.63","1,390.63",2/23/2015
50991,"3,933.76","3,933.76",2/23/2015
50991,"1,178.99","1,178.99",2/23/2015
50998,"20,000.00","20,000.00",2/23/2015
50989,"5,000.00","5,000.00",2/23/2015
50979,"6,620.39","6,620.39",2/23/2015
50979,"27,158.05","27,158.05",2/23/2015
48831,"1,616.83","1,616.83",2/19/2015
49448,"5,000.00","5,000.00",2/19/2015
51034,"6,535.00","6,535.00",2/19/2015
48970,"210,587.59","210,587.59",2/19/2015
48970,"131,375.29","131,375.29",2/19/2015
48970,"220,424.46","220,424.46",2/19/2015
33531,"189,218.77","189,218.77",2/19/2015
50090,"15,575.89","15,575.89",2/19/2015
50566,"13,674.60","13,674.60",2/23/2015
50568,965.56,965.56,2/24/2015
48097,"7,000.00","7,000.00",2/23/2015
50741,"21,635.23","21,635.23",2/26/2015
50974,842.97,842.97,2/26/2015
50904,"2,780.40","2,780.40",2/26/2015
50961,"5,000.00","5,000.00",2/26/2015
50966,"5,500.00","5,500.00",2/26/2015
50836,"11,250.00","11,250.00",2/24/2015
50836,"1,690.00","1,690.00",2/24/2015
50836,"7,327.50","7,327.50",2/24/2015
50836,"6,077.50","6,077.50",2/24/2015
50836,"5,655.00","5,655.00",2/24/2015
50701,"14,115.00","14,115.00",2/24/2015
50701,"9,280.00","9,280.00",2/24/2015
50701,"28,255.00","28,255.00",2/24/2015
50083,"1,936.00","1,936.00",2/24/2015
48970,"474,702.08","474,702.08",2/24/2015
48831,560.34,560.34,2/24/2015
50355,"2,419.66","2,419.66",2/26/2015
49884,"5,104.72","5,104.72",2/26/2015
50304,"109,040.50","109,040.50",2/26/2015
50798,"156,402.50","156,402.50",2/26/2015
51010,"10,000.00","10,000.00",2/26/2015
51020,"14,753.43","14,753.43",2/26/2015
51020,"17,951.27","17,951.27",2/26/2015
51020,"19,199.82","19,199.82",2/26/2015
51020,"25,777.47","25,777.47",2/26/2015
51020,"26,369.20","26,369.20",2/26/2015
51020,"32,257.67","32,257.67",2/26/2015
51020,"9,504.14","9,504.14",2/26/2015
51029,"4,560.00","4,560.00",2/26/2015
51029,"2,500.00","2,500.00",2/26/2015
51029,"7,890.00","7,890.00",2/26/2015
50324,"64,048.24","64,048.24",2/25/2015
50324,"93,982.50","93,982.50",2/25/2015
50567,"9,476.48","9,476.48",2/26/2015
50567,"20,832.40","20,832.40",2/26/2015
50567,"20,832.39","20,832.39",2/26/2015
51089,547.50,547.50,2/26/2015
50463,"710,047.50","710,047.50",2/26/2015
42011,"6,313.12","6,313.12",2/27/2015
42011,"1,843.30","1,843.30",2/27/2015
42011,"3,186.85","3,186.85",2/27/2015
50817,"12,500.00","12,500.00",2/27/2015
50932,"12,500.00","12,500.00",2/27/2015
50111,"23,201.00","23,201.00",2/27/2015
50111,"71,310.41","71,310.41",2/27/2015
50111,"101,402.63","101,402.63",2/27/2015
49945,750.00,750.00,2/27/2015
50503,"7,900.00","7,900.00",2/27/2015
494961,"1,465.59","1,465.59",2/27/2015
494961,21.40,21.40,2/27/2015
494961,"2,075.80","2,075.80",2/27/2015
50777,"339,715.59","339,715.59",3/9/2015
49153,"17,412.19","17,412.19",3/2/2015
42275,"115,441.67","115,441.67",3/2/2015
50491,"3,178.50","3,178.50",3/4/2015
51021,"4,833.34","4,833.34",3/4/2015
51021,"4,833.34","4,833.34",3/4/2015
51021,"4,833.34","4,833.34",3/4/2015
51021,"4,833.34","4,833.34",3/4/2015
50969,"4,762.07","4,762.07",3/4/2015
51021,"4,833.34","4,833.34",3/4/2015
51021,"4,833.34","4,833.34",3/4/2015
50695,"3,964.88","3,964.88",3/4/2015
50695,"4,681.44","4,681.44",3/4/2015
50695,"2,315.41","2,315.41",3/4/2015
50695,"3,950.92","3,950.92",3/4/2015
49551,874.38,874.38,3/3/2015
48201,"46,926.51","46,926.51",3/3/2015
494928,"2,111.00","2,111.00",3/3/2015
494928,201.00,201.00,3/3/2015
494928,"5,466.00","5,466.00",3/3/2015
50841,"7,471.35","7,471.35",3/3/2015
45987,"1,768.75","1,768.75",3/3/2015
45987,442.19,442.19,3/3/2015
45987,"34,795.34","34,795.34",3/3/2015
45987,"8,698.84","8,698.84",3/3/2015
45987,"6,051.51","6,051.51",3/3/2015
45987,"1,512.88","1,512.88",3/3/2015
50566,"5,150.24","5,150.24",3/3/2015
50566,"12,975.33","12,975.33",3/3/2015
49804,"1,851.30","1,851.30",3/3/2015
49804,290.92,290.92,3/3/2015
49804,171.90,171.90,3/3/2015
49804,"6,886.18","6,886.18",3/3/2015
49804,"1,721.55","1,721.55",3/3/2015
50900,"26,606.08","26,606.08",3/3/2015
50846,"4,227.36","4,227.36",3/3/2015
50849,"9,823.50","9,823.50",3/3/2015
50848,"31,232.76","31,232.76",3/3/2015
50891,"11,550.00","11,550.00",3/3/2015
50845,"16,298.50","16,298.50",3/3/2015
50527,"15,002.00","15,002.00",3/3/2015
51070,"6,000.00","6,000.00",3/4/2015
51070,"6,000.00","6,000.00",3/4/2015
51070,"6,000.00","6,000.00",3/4/2015
51070,"15,000.00","15,000.00",3/4/2015
50794,"5,000.00","5,000.00",3/4/2015
48972,"4,349.87","4,349.87",3/4/2015
49251,"1,100.00","1,100.00",3/4/2015
495630,"9,000.00","9,000.00",3/4/2015
50092,"8,379.01","8,379.01",3/4/2015
46464,"4,549.91","4,549.91",3/5/2015
43457,"22,138.01","22,138.01",3/5/2015
51015,"72,795.97","72,795.97",3/10/2015
50695,"3,108.35","3,108.35",3/10/2015
50695,"3,297.72","3,297.72",3/10/2015
50740,"2,283.91","2,283.91",3/10/2015
51032,"5,000.00","5,000.00",3/10/2015
45987,"5,574.59","5,574.59",3/6/2015
50804,"1,714.35","1,714.35",3/10/2015
50809,"1,252.32","1,252.32",3/10/2015
45987,"1,393.65","1,393.65",3/6/2015
50585,"24,031.59","24,031.59",3/6/2015
50149,861.83,861.83,3/6/2015
43924,"10,323.54","10,323.54",3/6/2015
43924,108.74,108.74,3/6/2015
43924,27.19,27.19,3/6/2015
51008,"39,658.50","39,658.50",3/10/2015
42011,"6,896.87","6,896.87",3/6/2015
42011,"1,123.12","1,123.12",3/6/2015
42011,93.43,93.43,3/6/2015
42011,186.86,186.86,3/6/2015
42011,455.04,455.04,3/6/2015
49483,856.50,856.50,3/9/2015
49483,"1,655.00","1,655.00",3/9/2015
45987,"11,455.66","11,455.66",3/9/2015
45987,"2,863.92","2,863.92",3/9/2015
49483,"2,760.47","2,760.47",3/9/2015
50781,"102,495.12","102,495.12",3/9/2015
50574,"11,063.00","11,063.00",3/9/2015
50400,"12,360.46","12,360.46",3/10/2015
49483,"1,716.53","1,716.53",3/9/2015
50888,"14,752.55","14,752.55",3/10/2015
50987,"1,162.12","1,162.12",3/12/2015
51068,"2,500.00","2,500.00",3/12/2015
51068,"1,127.80","1,127.80",3/12/2015
51068,"2,437.77","2,437.77",3/12/2015
51068,500.00,500.00,3/12/2015
50370,"12,987.50","12,987.50",3/12/2015
50986,625.00,625.00,3/12/2015
50986,625.00,625.00,3/12/2015
50986,625.00,625.00,3/12/2015
50986,625.00,625.00,3/12/2015
50986,625.00,625.00,3/12/2015
50986,625.00,625.00,3/12/2015
48970,"178,969.21","178,969.21",3/10/2015
48970,"474,702.08","474,702.08",3/10/2015
50918,"1,063.90","1,063.90",3/11/2015
494928,"1,050.00","1,050.00",3/12/2015
494928,"2,555.00","2,555.00",3/12/2015
494928,"1,779.00","1,779.00",3/12/2015
50242,"4,250.00","4,250.00",3/12/2015
50572,"2,520.00","2,520.00",3/12/2015
50089,"7,830.00","7,830.00",3/12/2015
50596,"8,100.00","8,100.00",3/12/2015
50571,"9,090.00","9,090.00",3/12/2015
49694,602.00,602.00,3/12/2015
50979,"23,077.26","23,077.26",3/17/2015
50971,"5,000.00","5,000.00",3/17/2015
51093,"7,709.00","7,709.00",3/17/2015
51093,"3,357.41","3,357.41",3/17/2015
51093,"2,018.19","2,018.19",3/17/2015
51093,"3,912.50","3,912.50",3/17/2015
51093,"3,104.07","3,104.07",3/17/2015
50695,"3,968.95","3,968.95",3/17/2015
51083,"11,829.83","11,829.83",3/17/2015
51083,"12,391.13","12,391.13",3/17/2015
51095,"36,736.00","36,736.00",3/17/2015
51083,"63,943.73","63,943.73",3/17/2015
51083,"56,007.21","56,007.21",3/17/2015
51083,"57,927.96","57,927.96",3/17/2015
51083,"24,382.27","24,382.27",3/17/2015
50701,"13,535.00","13,535.00",3/16/2015
50803,616.00,616.00,3/16/2015
50803,595.00,595.00,3/16/2015
50803,741.00,741.00,3/16/2015
48880,"22,080.44","22,080.44",3/16/2015
48880,"47,351.03","47,351.03",3/16/2015
50806,535.00,535.00,3/16/2015
50806,"4,575.00","4,575.00",3/16/2015
50247,"128,778.67","128,778.67",3/16/2015
37975,"5,416.67","5,416.67",3/16/2015
42884,"7,842.39","7,842.39",3/17/2015
49551,124.76,124.76,3/17/2015
49551,417.84,417.84,3/17/2015
50115,"51,343.47","51,343.47",3/18/2015
50115,"68,162.14","68,162.14",3/18/2015
51089,675.00,675.00,3/18/2015
50679,"2,069.25","2,069.25",3/18/2015
50585,"9,630.95","9,630.95",3/18/2015
48831,"1,416.42","1,416.42",3/18/2015
45987,"9,537.42","9,537.42",3/18/2015
45987,"2,384.36","2,384.36",3/18/2015
50679,"2,603.23","2,603.23",3/18/2015
50679,"1,884.00","1,884.00",3/18/2015
42011,733.65,733.65,3/18/2015
42011,140.00,140.00,3/18/2015
42011,923.00,923.00,3/18/2015
42011,199.32,199.32,3/18/2015
42011,"6,808.35","6,808.35",3/18/2015
42011,"6,366.33","6,366.33",3/18/2015
51121,"9,946.64","9,946.64",3/20/2015
51121,"17,275.74","17,275.74",3/20/2015
51121,"9,216.20","9,216.20",3/20/2015
51121,"11,372.74","11,372.74",3/20/2015
51121,"10,201.10","10,201.10",3/20/2015
51121,"12,009.75","12,009.75",3/20/2015
51121,"14,871.87","14,871.87",3/20/2015
51029,"8,380.00","8,380.00",3/20/2015
50839,748.63,748.63,3/20/2015
50988,"2,500.00","2,500.00",3/20/2015
50991,"4,541.67","4,541.67",3/20/2015
51091,"30,000.00","30,000.00",3/20/2015
50270,"5,125.00","5,125.00",3/20/2015
46939,"4,645.62","4,645.62",3/20/2015
46939,"1,161.40","1,161.40",3/20/2015
46939,"2,237.97","2,237.97",3/20/2015
46939,559.49,559.49,3/20/2015
50566,"18,802.58","18,802.58",3/20/2015
50566,"5,331.38","5,331.38",3/20/2015
50679,"2,765.00","2,765.00",3/20/2015
49483,"5,612.50","5,612.50",3/20/2015
50678,460.90,460.90,3/20/2015
50678,220.45,220.45,3/20/2015
50679,"3,000.00","3,000.00",3/20/2015
50585,"6,421.98","6,421.98",3/20/2015
50585,"24,207.48","24,207.48",3/20/2015
49621,"9,697.36","9,697.36",3/20/2015
43924,"6,252.66","6,252.66",3/23/2015
43924,"12,748.38","12,748.38",3/23/2015
43924,"1,535.97","1,535.97",3/23/2015
43924,"3,214.29","3,214.29",3/23/2015
50848,"45,135.09","45,135.09",3/24/2015
50900,"14,181.42","14,181.42",3/24/2015
50846,"3,961.20","3,961.20",3/24/2015
50891,"10,050.00","10,050.00",3/24/2015
50849,"2,448.50","2,448.50",3/24/2015
50901,"2,225.00","2,225.00",3/24/2015
50845,"11,248.50","11,248.50",3/24/2015
48830,"40,422.85","40,422.85",3/24/2015
51021,"4,166.62","4,166.62",3/25/2015
49884,"2,451.75","2,451.75",3/25/2015
49884,471.13,471.13,3/25/2015
50798,"3,933.00","3,933.00",3/25/2015
50729,920.00,920.00,3/25/2015
50729,"3,700.00","3,700.00",3/25/2015
50963,"2,500.00","2,500.00",3/25/2015
50488,"2,903.29","2,903.29",3/25/2015
50488,"2,103.29","2,103.29",3/25/2015
51093,"3,286.83","3,286.83",3/25/2015
51093,"3,963.66","3,963.66",3/25/2015
50141,"50,000.00","50,000.00",3/24/2015
50851,"11,447.56","11,447.56",3/26/2015
50902,"5,817.91","5,817.91",3/26/2015
50083,"1,363.00","1,363.00",3/27/2015
46464,926.05,926.05,3/27/2015
50774,"66,915.57","66,915.57",3/27/2015
51126,"49,650.00","49,650.00",3/30/2015
51126,350.00,350.00,3/30/2015
51126,"10,265.19","10,265.19",3/30/2015
51126,"17,796.81","17,796.81",3/30/2015
50984,"1,109.37","1,109.37",3/30/2015
51071,"7,000.00","7,000.00",3/30/2015
51071,"18,338.74","18,338.74",3/30/2015
50974,822.41,822.41,3/30/2015
50904,"2,520.00","2,520.00",3/30/2015
